   77  OFF COAST OF COSTA RICA 
   78  COSTA RICA
   79  NORTH OF PANAMA 
   80  PANAMA-COSTA RICA BORDER REGION 
   81  PANAMA
   82  PANAMA-COLOMBIA BORDER REGION 
   83  SOUTH OF PANAMA 
   84  YUCATAN PENINSULA 
   85  CUBA REGION 
   86  JAMAICA REGION
   87  HAITI REGION
   88  DOMINICAN REPUBLIC REGION 
   89  MONA PASSAGE
   90  PUERTO RICO REGION
   91  VIRGIN ISLANDS
   92  LEEWARD ISLANDS 
   93  BRITISH HONDURAS
   94  CARIBBEAN SEA 
   95  WINDWARD ISLANDS
   96  NEAR NORTH COAST OF COLOMBIA
   97  NEAR COAST OF VENEZUELA 
   98  TRINIDAD
   99  NORTHERN COLOMBIA 
  100  LAKE MARACAIBO
  101  VENEZUELA 
  102  NEAR WEST COAST OF COLOMBIA 
  103  COLOMBIA
  104  OFF COAST OF ECUADOR
  105  NEAR COAST OF ECUADOR 
  106  COLOMBIA-ECUADOR BORDER REGION
  107  ECUADOR 
  108  OFF COAST OF NORTHERN PERU
  109  NEAR COAST OF NORTHERN PERU 
  110  PERU-ECUADOR BORDER REGION
  111  NORTHERN PERU 
  112  PERU-BRAZIL BORDER REGION 
  113  WESTERN BRAZIL
  114  OFF COAST OF PERU 
  115  NEAR COAST OF PERU
  116  PERU
  117  SOUTHERN PERU 
  118  PERU-BOLIVIA BORDER REGION
  119  NORTHERN BOLIVIA
  120  BOLIVIA 
  121  OFF COAST OF NORTHERN CHILE 
  122  NEAR COAST OF NORTHERN CHILE
  123  NORTHERN CHILE
  124  CHILE-BOLIVIA BORDER REGION 
  125  SOUTHERN BOLIVIA
  126  PARAGUAY
  127  CHILE-ARGENTINA BORDER REGION 
  128  JUJUY PROVINCE,ARGENTINA
  129  SALTA PROVINCE, ARGENTINA 
  130  CATAMARCA PROVINCE, ARGENTINA 
  131  TUCUMAN PROVINCE, ARGENTINA 
  132  SANTIAGO DEL ESTERO PROV., ARG. 
  133  NORTHEASTERN ARGENTINA
  134  OFF COAST OF CENTRAL CHILE
  135  NEAR COAST OF CENTRAL CHILE 
  136  CENTRAL CHILE 
  137  SAN JUAN PROVINCE, ARGENTINA
  138  LA RIOJA PROVINCE, ARGENTINA
  139  MENDOZA PROVINCE, ARGENTINA 
  140  SAN LUIS PROVINCE, ARGENTINA
  141  CORDOBA PROVINCE, ARGENTINA 
  142  URUGUAY 
  143  OFF COAST OF SOUTHERN CHILE 
  144  NEAR COAST OF SOUTHERN CHILE
  145  S. CHILE-ARGENTINA BORDER REGION
  146  ARGENTINA 
  147  TIERRA DEL FUEGO
  148  FALKLAND ISLANDS REGION 
  149  DRAKE PASSAGE 
  150  SCOTIA SEA
  151  SOUTH GEORGIA ISLAND REGION 
  152  SOUTH GEORGIA RISE
  153  SOUTH SANDWICH ISLANDS REGION 
  154  SOUTH SHETLAND ISLANDS
  155  PALMER PENINSULA
  156  SOUTHWESTERN ATLANTIC OCEAN 
  157  WEDDELL SEA 
  158  OFF W. COAST OF N. ISLAND, N.Z. 
  159  NORTH ISLAND, NEW ZEALAND 
  160  OFF E. COAST OF N. ISLAND, N.Z. 
  161  OFF W. COAST OF S. ISLAND, N.Z. 
  162  SOUTH ISLAND, NEW ZEALAND 
  163  COOK STRAIT, NEW ZEALAND
  164  OFF E. COAST OF S. ISLAND, N.Z. 
  165  NORTH OF MACQUARIE ISLAND 
  166  AUCKLAND ISLANDS REGION 
  167  MACQUARIE ISLANDS REGION
  168  SOUTH OF NEW ZEALAND
  169  SAMOA ISLANDS REGION
  170  SAMOA ISLANDS 
  171  SOUTH OF FIJI ISLANDS 
  172  WEST OF TONGA ISLANDS 
  173  TONGA ISLANDS 
  174  TONGA ISLANDS REGION
  175  SOUTH OF TONGA ISLANDS
  176  NORTH OF NEW ZEALAND
  177  KERMADEC ISLANDS REGION 
  178  KERMADEC ISLANDS
  179  SOUTH OF KERMADEC ISLANDS 
  180  NORTH OF FIJI ISLANDS 
  181  FIJI ISLANDS REGION 
  182  FIJI ISLANDS
  183  SANTA CRUZ ISLANDS REGION 
  184  SANTA CRUZ ISLANDS
  185  NEW HEBRIDES ISLANDS REGION 
  186  NEW HEBRIDES ISLANDS
  187  NEW CALEDONIA 
  188  LOYALTY ISLANDS 
  189  LOYALTY ISLANDS REGION
  190  NEW IRELAND REGION
  191  NORTH OF SOLOMON ISLANDS
  192  NEW BRITAIN REGION
  193  SOLOMON ISLANDS 
  194  DENTRECASTEAUX ISLANDS REGION 
  195  SOLOMON ISLANDS REGION
  196  WEST NEW GUINEA REGION
  197  NEAR N. COAST OF WEST NEW GUINEA
  198  NEW GUINEA REGION 
  199  ADMIRALTY ISLANDS REGION
  200  NEAR NORTH COAST OF NEW GUINEA
  201  WEST NEW GUINEA 
  202  NEW GUINEA
  203  BISMARCK SEA
  204  AROE ISLANDS REGION 
  205  NEAR S. COAST OF WEST NEW GUINEA
  206  NEAR SOUTH COAST OF NEW GUINEA
  207  EAST NEW GUINEA REGION
  208  ARAFURA SEA 
  209  WEST CAROLINE ISLANDS 
  210  SOUTH OF MARIANA ISLANDS
  211  SOUTH OF HONSHU, JAPAN
  212  BONIN ISLANDS REGION
  213  VOLCANO ISLANDS REGION
  214  WEST OF MARIANA ISLANDS 
  215  MARIANA ISLANDS REGION
  216  MARIANA ISLANDS 
  217  KAMCHATKA 
  218  NEAR EAST COAST OF KAMCHATKA
  219  OFF EAST COAST OF KAMCHATKA 
  220  NORTHWEST OF KURIL ISLANDS
  221  KURIL ISLANDS 
  222  KURIL ISLANDS REGION
  223  EASTERN SEA OF JAPAN
  224  HOKKAIDO, JAPAN REGION
  225  OFF COAST OF HOKKAIDO, JAPAN
  226  NEAR WEST COAST OF HONSHU, JAPAN
  227  HONSHU, JAPAN 
  228  NEAR EAST COAST OF HONSHU, JAPAN
  229  OFF EAST COAST OF HONSHU, JAPAN 
  230  NEAR S. COAST OF HONSHU, JAPAN
  231  SOUTH KOREA 
  232  SOUTHERN HONSHU, JAPAN
  233  NEAR S. COAST OF SOUTHERN HONSHU
  234  EAST CHINA SEA
  235  KYUSHU, JAPAN 
  236  SHIKOKU, JAPAN
  237  SOUTHEAST OF SHIKOKU, JAPAN 
  238  RYUKYU ISLANDS
  239  RYUKYU ISLANDS REGION 
  240  EAST OF RYUKYU ISLANDS
  241  PHILIPPINE SEA
  242  NEAR SOUTHEASTERN COAST OF CHINA
  243  TAIWAN REGION 
  244  TAIWAN
  245  NORTHEAST OF TAIWAN 
  246  SOUTHWESTERN RYUKYU ISLANDS 
  247  SOUTHEAST OF TAIWAN 
  248  PHILIPPINE ISLANDS REGION 
  249  LUZON, PHILIPPINE ISLANDS 
  250  MINDORO, PHILIPPINE ISLANDS 
  251  SAMAR, PHILIPPINE ISLANDS 
  252  PALAWAN, PHILIPPINE ISLANDS 
  253  SULU SEA
  254  PANAY, PHILIPPINE ISLANDS 
  255  CEBU, PHILIPPINE ISLANDS
  256  LEYTE, PHILIPPINE ISLANDS 
  257  NEGROS, PHILIPPINE ISLANDS
  258  SULU ARCHIPELAGO
  259  MINDANAO, PHILIPPINE ISLANDS
  260  EAST OF PHILIPPINE ISLANDS
  261  BORNEO
  262  CELEBES SEA 
  263  TALAUD ISLANDS
  264  NORTH OF HALMAHERA
  265  NORTHERN CELEBES
  266  MOLUCCA PASSAGE 
  267  HALMAHERA 
  268  CELEBES 
  269  MOLUCCA SEA 
  270  CERAM SEA 
  271  BURU
  272  CERAM 
  273  SOUTHWEST OF SUMATRA
  274  SOUTHERN SUMATRA
  275  JAVA SEA
  276  SUNDA STRAIT
  277  JAVA
  278  BALI SEA
  279  FLORES SEA
  280  BANDA SEA 
  281  TANIMBAR ISLANDS REGION 
  282  SOUTH OF JAVA 
  283  BALI ISLAND REGION
  284  SOUTH OF BALI ISLAND
  285  SUMBAWA ISLAND REGION 
  286  FLORES ISLAND REGION
  287  SUMBA ISLAND REGION 
  288  SAWU SEA
  289  TIMOR 
  290  TIMOR SEA 
  291  SOUTH OF SUMBAWA ISLAND 
  292  SOUTH OF SUMBA ISLAND 
  293  SOUTH OF TIMOR
  294  BURMA-INDIA BORDER REGION 
  295  BURMA-EAST PAKISTAN BORDER REG. 
  296  BURMA 
  297  BURMA-CHINA BORDER REGION 
  298  SOUTH BURMA 
  299  SOUTHEAST ASIA
  300  HAINAN ISLAND 
  301  SOUTH CHINA SEA 
  302  EASTERN KASHMIR 
  303  KASHMIR-INDIA BORDER REGION 
  304  KASHMIR-TIBET BORDER REGION 
  305  TIBET-INDIA BORDER REGION 
  306  TIBET 
  307  SZECHWAN PROVINCE, CHINA
  308  NORTHERN INDIA
  309  NEPAL-INDIA BORDER REGION 
  310  NEPAL 
  311  SIKKIM
  312  BHUTAN
  313  INDIA-CHINA BORDER REGION 
  314  INDIA 
  315  INDIA-EAST PAKISTAN BORDER REG. 
  316  EAST PAKISTAN 
  317  EASTERN INDIA 
  318  YUNNAN PROVINCE,CHINA 
  319  BAY OF BENGAL 
  320  KIRGIZ-SINKIANG BORDER REGION 
  321  SOUTHERN SINKIANG PROV., CHINA
  322  KANSU PROVINCE, CHINA 
  323  NORTHERN CHINA
  324  KASHMIR-SINKIANG BORDER REGION
  325  TSINGHAI PROVINCE, CHINA
  326  CENTRAL RUSSIA
  327  LAKE BAIKAL REGION
  328  EAST OF LAKE BAIKAL 
  329  EASTERN KAZAKH SSR
  330  ALMA-ATA REGION 
  331  KAZAKH-SINKIANG BORDER REGION 
  332  NORTHERN SINKIANG PROV., CHINA
  333  USSR-MONGOLIA BORDER REGION 
  334  MONGOLIA
  335  URAL MOUNTAINS REGION 
  336  WESTERN KAZAKH SSR
  337  EASTERN CAUCASUS
  338  CASPIAN SEA 
  339  UZBEK SSR 
  340  TURKMEN SSR 
  341  IRAN-USSR BORDER REGION 
  342  TURKMEN-AFGHANISTAN BORDER REG. 
  343  TURKEY-IRAN BORDER REGION 
  344  N.W. IRAN-USSR BORDER REGION
  345  NORTHWESTERN IRAN 
  346  IRAN-IRAQ BORDER REGION 
  347  WESTERN IRAN
  348  IRAN
  349  NORTHWESTERN AFGHANISTAN
  350  SOUTHWESTERN AFGHANISTAN
  351  EASTERN ARABIAN PENINSULA 
  352  PERSIAN GULF
  353  SOUTHERN IRAN 
  354  WESTERN PAKISTAN
  355  GULF OF OMAN
  356  NEAR COAST OF WEST PAKISTAN 
  357  SOUTHWESTERN RUSSIA 
  358  RUMANIA 
  359  BULGARIA
  360  BLACK SEA 
  361  CRIMEA REGION 
  362  WESTERN CAUCASUS
  363  GREECE-BULGARIA BORDER REGION 
  364  GREECE
  365  AEGEAN SEA
  366  TURKEY
  367  TURKEY-USSR BORDER REGION 
  368  SOUTHERN GREECE 
  369  DODECANESE ISLANDS
  370  CRETE 
  371  EASTERN MEDITERRANEAN SEA 
  372  CYPRUS
  373  DEAD SEA REGION 
  374  JORDAN - SYRIA REGION 
  375  IRAQ
  376  PORTUGAL
  377  SPAIN 
  378  PYRENEES
  379  NEAR SOUTH COAST OF FRANCE
  380  CORSICA 
  381  CENTRAL ITALY 
  382  ADRIATIC SEA
  383  YUGOSLAVIA
  384  WEST OF GIBRALTAR 
  385  STRAIT OF GIBRALTAR 
  386  BALEARIC ISLANDS
  387  WESTERN MEDITERRANEAN SEA 
  388  SARDINIA
  389  TYRRHENIAN SEA
  390  SOUTHERN ITALY
  391  ALBANIA 
  392  GREECE-ALBANIA BORDER REGION
  393  MADEIRA ISLANDS REGION
  394  CANARY ISLANDS REGION 
  395  MOROCCO 
  396  ALGERIA 
  397  TUNISIA 
  398  SICILY
  399  IONIAN SEA
  400  MEDITERRANEAN SEA 
  401  NEAR COAST OF LIBYA 
  402  NORTH ATLANTIC OCEAN
  403  NORTH ATLANTIC RIDGE
  404  AZORES ISLANDS REGION 
  405  AZORES ISLANDS
  406  CENTRAL MID-ATLANTIC RIDGE
  407  NORTH OF ASCENSION ISLAND 
  408  ASCENSION ISLAND REGION 
  409  SOUTH ATLANTIC OCEAN
  410  SOUTH ATLANTIC RIDGE
  411  TRISTAN DA CUNHA REGION 
  412  BOUVET ISLAND REGION
  413  SOUTHWEST OF AFRICA 
  414  SOUTHEASTERN ATLANTIC OCEAN 
  415  EASTERN GULF OF ADEN
  416  SOCOTRA REGION
  417  ARABIAN SEA 
  418  LACCADIVE ISLANDS REGION
  419  NORTHEASTERN SOMALIA
  420  NORTH INDIAN OCEAN
  421  CARLSBERG RIDGE 
  422  MALDIVE ISLANDS REGION
  423  LACCADIVE SEA 
  424  CEYLON
  425  SOUTH INDIAN OCEAN
  426  CHAGOS ARCHIPELAGO REGION 
  427  MASCARENE ISLANDS REGION
  428  ATLANTIC-INDIAN RISE
  429  MID-INDIAN RISE 
  430  SOUTH OF AFRICA 
  431  PRINCE EDWARD ISLANDS REGION
  432  CROZET ISLANDS REGION 
  433  KERGUELEN ISLANDS REGION
  434  AMSTERDAM-NATURALISTE RIDGE 
  435  SOUTHEAST INDIAN RISE 
  436  KERGUELEN-GAUSSBERG RISE
  437  SOUTH OF AUSTRALIA
  438  SASKATCHEWAN PROVINCE, CANADA 
  439  MANITOBA PROVINCE, CANADA 
  440  HUDSON BAY
  441  ONTARIO 
  442  HUDSON STRAIT REGION
  443  NORTHERN QUEBEC 
  444  DAVIS STRAIT
  445  LABRADOR
  446  EAST OF LABRADOR
  447  SOUTHERN QUEBEC 
  448  GASPE PENINSULA 
  449  EASTERN QUEBEC
  450  ANTICOSTI ISLAND, CANADA
  451  NEW BRUNSWICK 
  452  NOVA SCOTIA 
  453  PRINCE EDWARD ISLAND, CANADA
  454  GULF OF ST. LAWRENCE
  455  NEWFOUNDLAND
  456  MONTANA 
  457  EASTERN IDAHO 
  458  HEBGEN LAKE REGION
  459  YELLOWSTONE NATIONAL PARK, WYO. 
  460  WYOMING 
  461  NORTH DAKOTA
  462  SOUTH DAKOTA
  463  NEBRASKA
  464  MINNESOTA 
  465  IOWA
  466  WISCONSIN 
  467  ILLINOIS
  468  MICHIGAN
  469  INDIANA 
  470  SOUTHERN ONTARIO
  471  OHIO
  472  NEW YORK
  473  PENNSYLVANIA
  474  NORTHERN NEW ENGLAND
  475  MAINE 
  476  SOUTHERN NEW ENGLAND
  477  GULF OF MAINE 
  478  UTAH
  479  COLORADO
  480  KANSAS
  481  IOWA-MISSOURI BORDER REGION 
  482  MISSOURI-KANSAS BORDER REGION 
  483  MISSOURI
  484  MISSOURI-ARKANSAS BORDER REGION 
  485  EASTERN MISSOURI
  486  NEW MADRID, MISSOURI REGION 
  487  CAPE GIRARDEAU, MISSOURI REGION 
  488  SOUTHERN ILLINOIS 
  489  SOUTHERN INDIANA
  490  KENTUCKY
  491  WEST VIRGINIA 
  492  VIRGINIA
  493  CHESAPEAKE BAY REGION 
  494  NEW JERSEY
  495  EASTERN ARIZONA 
  496  NEW MEXICO
  497  TEXAS PANHANDLE REGION
  498  WEST TEXAS
  499  OKLAHOMA
  500  CENTRAL TEXAS 
  501  ARKANSAS-OKLAHOMA BORDER REGION 
  502  ARKANSAS
  503  LOUISIANA-TEXAS BORDER REGION 
  504  LOUISIANA 
  505  MISSISSIPPI 
  506  TENNESSEE 
  507  ALABAMA 
  508  WESTERN FLORIDA 
  509  GEORGIA 
  510  FLORIDA-GEORGIA BORDER REGION 
  511  SOUTH CAROLINA
  512  NORTH CAROLINA
  513  OFF EAST COAST OF UNITED STATES 
  514  FLORIDA PENINSULA 
  515  BAHAMA ISLANDS
  516  E. ARIZ. - MEXICO BORDER REGION 
  517  MEXICO-NEW MEXICO BORDER REGION 
  518  TEXAS-MEXICO BORDER REGION
  519  SOUTHERN TEXAS
  520  TEXAS GULF COAST
  521  CHIHUAHUA, MEXICO 
  522  NORTHERN MEXICO 
  523  CENTRAL MEXICO
  524  JALISCO, MEXICO 
  525  VERA CRUZ, MEXICO 
  526  GULF OF MEXICO
  527  GULF OF CAMPECHE
  528  BRAZIL
  529  GUAYANA 
  530  SURINAM 
  531  FRENCH GUIANA 
  532  EIRE
  533  UNITED KINGDOM
  534  NORTH SEA 
  535  SOUTHERN NORWAY 
  536  SWEDEN
  537  BALTIC SEA
  538  FRANCE
  539  BAY OF BISCAY 
  540  NETHERLANDS 
  541  BELGIUM 
  542  DENMARK 
  543  GERMANY 
  544  SWITZERLAND 
  545  NORTHERN ITALY
  546  AUSTRIA 
  547  CZECHOSLOVAKIA
  548  POLAND
  549  HUNGARY 
  550  NORTHWEST AFRICA
  551  SOUTHERN ALGERIA
  552  LIBYA 
  553  UNITED ARAB REPUBLIC
  554  RED SEA 
  555  WESTERN ARABIAN PENINSULA 
  556  CENTRAL AFRICA
  557  SUDAN 
  558  ETHIOPIA
  559  WESTERN GULF OF ADEN
  560  NORTHWESTERN SOMALIA
  561  OFF S. COAST OF NORTHWEST AFRICA
  562  CAMEROON
  563  RIO MUNI
  564  CENTRAL AFRICAN REPUBLIC
  565  GABON 
  566  CONGO 
  567  REPUBLIC OF THE CONGO 
  568  UGANDA
  569  LAKE VICTORIA REGION
  570  KENYA 
  571  SOUTHERN SOMALIA
  572  LAKE TANGANYIKA REGION
  573  TANZANIA
  574  NORTHWEST OF MALAGASAY REPUBLIC 
  575  ANGOLA
  576  ZAMBIA
  577  MALAWI
  578  SOUTHWEST AFRICA
  579  BOTSWANA REPUBLIC 
  580  RHODESIA
  581  MOZAMBIQUE
  582  MOZAMBIQUE CHANNEL
  583  MALAGASAY REPUBLIC
  584  REPUBLIC OF SOUTH AFRICA
  585  LESOTHO 
  586  SWAZILAND 
  587  OFF COAST OF SOUTH AFRICA 
  588  NORTHWEST OF AUSTRALIA
  589  WEST OF AUSTRALIA 
  590  WESTERN AUSTRALIA 
  591  NORTHERN TERRITORY, AUSTRALIA 
  592  SOUTH AUSTRALIA 
  593  GULF OF CARPENTARIA 
  594  QUEENSLAND, AUSTRALIA 
  595  CORAL SEA 
  596  SOUTH OF SOLOMON ISLANDS
  597  NEW CALEDONIA REGION
  598  SOUTHWEST OF AUSTRALIA
  599  OFF SOUTH COAST OF AUSTRALIA
  600  NEAR SOUTH COAST OF AUSTRALIA 
  601  NEW SOUTH WALES, AUSTRALIA
  602  VICTORIA, AUSTRALIA 
  603  NEAR S.E. COAST OF AUSTRALIA
  604  NEAR EAST COAST OF AUSTRALIA
  605  EAST OF AUSTRALIA 
  606  NORFOLK ISLAND REGION 
  607  NORTHWEST OF NEW ZEALAND
  608  BASS STRAIT 
  609  TASMANIA REGION 
  610  SOUTHEAST OF AUSTRALIA
  611  NORTH PACIFIC OCEAN 
  612  HAWAII REGION 
  613  HAWAII
  614  CAROLINE ISLANDS REGION 
  615  MARSHALL ISLANDS REGION 
  616  ENIWETOK ATOLL REGION 
  617  BIKINI ATOLL REGION 
  618  GILBERT ISLANDS REGION
  619  JOHNSON ISLAND REGION 
  620  LINE ISLANDS REGION 
  621  PALMYRA ISLAND REGION 
  622  CHRISTMAS ISLAND REGION 
  623  ELLICE ISLANDS REGION 
  624  PHOENIX ISLANDS REGION
  625  TEKELAU ISLANDS REGION
  626  NORTHERN COOK ISLANDS 
  627  COOK ISLANDS REGION 
  628  SOCIETY ISLANDS REGION
  629  TUBUAI ISLANDS REGION 
  630  MARQUESAS ISLANDS REGION
  631  TUAMOTU ARCHIPELAGO REGION
  632  SOUTH PACIFIC OCEAN 
  633  LOMONOSOV RIDGE 
  634  ARCTIC OCEAN
  635  NEAR NORTH COAST OF GREENLAND 
  636  EASTERN GREENLAND 
  637  ICELAND REGION
  638  ICELAND 
  639  JAN MAYEN ISLAND REGION 
  640  GREENLAND SEA 
  641  NORTH OF SVALBARD 
  642  NORWEGIAN SEA 
  643  SVALBARD REGION 
  644  NORTH OF FRANZ JOSEF LAND 
  645  FRANZ JOSEF LAND
  646  NORTHERN NORWAY 
  647  BARENTS SEA 
  648  NOVAYA ZEMLYA 
  649  KARA SEA
  650  NEAR COAST OF WESTERN SIBERIA 
  651  NORTH OF SEVERNAYA ZEMLYA 
  652  SEVERNAYA ZEMLYA
  653  NEAR COAST OF CENTRAL SIBERIA 
  654  EAST OF SEVERNAYA ZEMLYA
  655  LAPTEV SEA
  656  EASTERN RUSSIA
  657  E. RUSSIA-N.E. CHINA BORDER REG.
  658  NORTHEASTERN CHINA
  659  NORTH KOREA 
  660  SEA OF JAPAN
  661  NEAR E. COAST OF EASTERN RUSSIA 
  662  SAKHALIN ISLAND 
  663  SEA OF OKHOTSK
  664  EASTERN CHINA 
  665  YELLOW SEA
  666  OFF COAST OF EASTERN CHINA
  667  NORTH OF NEW SIBERIAN ISLANDS 
  668  NEW SIBERIAN ISLANDS
  669  EAST SIBERIAN SEA 
  670  NEAR N. COAST OF EASTERN SIBERIA
  671  EASTERN SIBERIA 
  672  CHUKCHI SEA 
  673  BERING STRAIT 
  674  ST. LAWRENCE ISLAND REGION
  675  BEAUFORT SEA
  676  ALASKA
  677  NORTHERN YUKON TERRITORY, CANADA
  678  QUEEN ELIZABETH ISLANDS 
  679  NORTHWEST TERRITORIES, CANADA 
  680  WESTERN GREENLAND 
  681  BAFFIN BAY
  682  BAFFIN ISLAND REGION
  683  SOUTHEAST CENTRAL PACIFIC OCEAN 
  684  EASTER ISLAND CORDILLERA
  685  EASTER ISLAND REGION
  686  WEST CHILE RISE 
  687  JUAN FERNANDEZ ISLANDS REGION 
  688  EAST OF NORTH ISLAND, N.Z.
  689  CHATHAM ISLANDS REGION
  690  SOUTH OF CHATHAM ISLANDS
  691  SOUTH PACIFIC CORDILLERA
  692  SOUTHERN PACIFIC OCEAN
  693  EAST CENTRAL PACIFIC OCEAN
  694  NORTHERN EASTER I. CORDILLERA 
  695  WEST OF GALAPAGOS ISLANDS 
  696  GALAPAGOS ISLANDS REGION
  697  GALAPAGOS ISLANDS 
  698  SOUTHWEST OF GALAPAGOS ISLANDS
  699  SOUTHEAST OF GALAPAGOS ISLANDS
  700  SOUTH OF TASMANIA 
  701  WEST OF MACQUARIE ISLAND
  702  BALLENY ISLANDS REGION
  703  ANDAMAN ISLANDS REGION
  704  NICOBAR ISLANDS REGION
  705  OFF W. COAST OF NORTHERN SUMATRA
  706  NORTHERN SUMATRA
  707  MALAY PENINSULA 
  708  GULF OF SIAM
  709  AFGHANISTAN 
  710  WEST PAKISTAN 
  711  SOUTHWESTERN KASHMIR
  712  INDIA-WEST PAKISTAN BORDER REG. 
  713  CENTRAL KAZAKH SSR
  714  SOUTHEASTERN UZBEK SSR
  715  TADZHIK SSR 
  716  KIRGIZ SSR
  717  AFGHANISTAN-USSR BORDER REGION
  718  HINDU KUSH REGION 
  719  TADZHIK-SINKIANG BORDER REGION
  720  NORTHWESTERN KASHMIR
  721  FINLAND 
  722  NORWAY-USSR BORDER REGION 
  723  FINLAND-USSR BORDER REGION
  724  WESTERN RUSSIA
  725  WESTERN SIBERIA 
  726  CENTRAL SIBERIA 
  727  VICTORIA LAND, ANTARCTICA 
  728  ROSS SEA
  729  ANTARCTICA
 1000  JUSSEY / FRANCE
 1001  CONFLANS / FRANCE
 1002  LUXEUIL-L-BAINS / FRANCE
 1003  SERVANCE / FRANCE
 1004  BALLON D'ALSACE / FRANCE
 1005  THANN / FRANCE
 1006  WITTENHEIM / FRANCE
 1007  MUELLHEIM / GERMANY
 1008  BELCHEN / GERMANY
 1009  FELDBERG / GERMANY
 1010  BONNDORF / GERMANY
 1011  BEGGINGEN / GERMANY
 1012  SINGEN / GERMANY
 1013  LUDWIGSHAFEN / GERMANY
 1014  UEBERLINGEN / GERMANY
 1015  WITTENHOFEN / GERMANY
 1016  RAVENSBURG / GERMANY
 1017  LEUTKIRCH / GERMANY
 1018  WIGGENSBACH / GERMANY
 1019  KEMPTEN / GERMANY
 1020  PORT S. SAONE / FRANCE
 1021  AUXON / FRANCE
 1022  LURE / FRANCE
 1023  CHAMPAGNY / FRANCE
 1024  GIROMAGNY / FRANCE
 1025  BURNHAUPT LE BAS / FRANCE
 1026  MULHOUSE / FRANCE
 1027  KANDERN / GERMANY
 1028  ZELL / GERMANY
 1029  TODTMOOS / GERMANY
 1030  UEHLINGEN / GERMANY
 1031  NEUNKIRCH / SWITZERLAND
 1032  DIESSENHOFEN / SWITZERLAND
 1033  STECKBORN / SWITZERLAND
 1034  KREUZLINGEN / SWITZERLAND
 1035  FRIEDRICHSHAFEN / GERMANY
 1036  TETTNANG / GERMANY
 1037  WANGEN / GERMANY
 1038  BUCHENBERG / GERMANY
 1039  SULZBERG / GERMANY
 1040  TRAVES / FRANCE
 1041  VESOUL / FRANCE
 1042  VILLERSEXEL / FRANCE
 1043  HERICOURT / FRANCE
 1044  BELFORT / FRANCE
 1045  SUARCE / FRANCE
 1046  MAGSTATT / FRANCE
